,index,der_word,subtitle_ind,eng_sent,video_code,start,end,tokens,movie_dir,sinc,word_ind,ori_word,clip_index,_before_no,_after_no,before_text,after_text,_before_kor,_after_kor,word_meaning,verify
111,6998,fair,18,"{\pos(260,270)}Looks like you've been to the renaissance fair...",BB202,58179,60489,poslooks like you've been to renaissance fair,./bigbang,F,12,fair,11,5,3,"their bosom jumps out and says, ""Howdy.""
{\pos(260,270)}Bosoms would not have said ""howdy"" in the 15th century.
If anything, they would've said, ""Huzzah.""
{\pos(260,270)}I don't care what the bosoms say.
Hi, guys.","{\pos(240,270)}I'm hoping.
{\pos(260,240)}Renaissance fair? More of a medieval, slash, Age of Enlightenment,
slash, any-excuse-to-wear-a-codpiece fair.","툭 튀어 나온 가슴이 '안녕'하라고 있는거야
15세기에 가슴은 '안녕'하고 말 안 했어
말을 했다면 '흐자' 정도 했겠지
가슴이 뭔 말을 하든 상관 없어 난 그저 대화에 끼려던 거 뿐이야
다들 안녕하세요","그랬길 바래요
르네상스 박람회요? 중세인지 계몽시대인지도 모르고
<font color=#FFD700>코드피스</font> 입어도 아무 말 안하는 그런 박람회죠",adj. 괜찮은; 공정한,F
112,7002,fair,20,"{\pos(260,240)}Renaissance fair? More of a medieval, slash, Age of Enlightenment,",BB202,62600,66177,posrenaissance fair more of medieval slash age of enlightenment,./bigbang,F,12,fair,12,6,3,"{\pos(260,270)}Bosoms would not have said ""howdy"" in the 15th century.
If anything, they would've said, ""Huzzah.""
{\pos(260,270)}I don't care what the bosoms say.
Hi, guys.
{\pos(260,270)}Looks like you've been to the renaissance fair...
{\pos(240,270)}I'm hoping.","slash, any-excuse-to-wear-a-codpiece fair.
Okay, fine, whatever. This is my friend Eric.
Hello. - Hey.","15세기에 가슴은 '안녕'하고 말 안 했어
말을 했다면 '흐자' 정도 했겠지
가슴이 뭔 말을 하든 상관 없어 난 그저 대화에 끼려던 거 뿐이야
다들 안녕하세요
르네상스 박람회에 다녀왔나 봐요
그랬길 바래요","<font color=#FFD700>코드피스</font> 입어도 아무 말 안하는 그런 박람회죠
알겠어요, 여기는 제 친구 에릭이에요
안녕하세요",adj. 괜찮은; 공정한,F
113,7012,fair,21,"slash, any-excuse-to-wear-a-codpiece fair.",BB202,66177,68751,slash anyexcusetowearacodpiece fair,./bigbang,F,12,fair,13,6,2,"If anything, they would've said, ""Huzzah.""
{\pos(260,270)}I don't care what the bosoms say.
Hi, guys.
{\pos(260,270)}Looks like you've been to the renaissance fair...
{\pos(240,270)}I'm hoping.
{\pos(260,240)}Renaissance fair? More of a medieval, slash, Age of Enlightenment,","Okay, fine, whatever. This is my friend Eric.
Hello. - Hey.","말을 했다면 '흐자' 정도 했겠지
가슴이 뭔 말을 하든 상관 없어 난 그저 대화에 끼려던 거 뿐이야
다들 안녕하세요
르네상스 박람회에 다녀왔나 봐요
그랬길 바래요
르네상스 박람회요? 중세인지 계몽시대인지도 모르고","알겠어요, 여기는 제 친구 에릭이에요
안녕하세요",adj. 괜찮은; 공정한,F
114,8269,fair,235,"I'm sorry, I am not going back to the Renaissance fair.",BB202,821817,825705,i'm sorry i am not going back to renaissance fair,./bigbang,F,12,fair,14,5,2,"That's enough.
Call me.
Right.
Okay, good night.
What? - Had a great time. Ciao.","Come on,
I don't care.","이제 그만해
전화해
알겠어
잘 가요
네? - 오늘 재밌었어요, 그럼","제발, 내가 광대 옷 입을 수 있는 몇 안 되는 곳이란 말이야
상관 없어, 내가 있기에는 역사적으로 틀린 게 너무 많아",adj. 괜찮은; 공정한,F
115,10765,fair,313,"Hello, fair Penny. - Who are you?",BB203,1220007,1222509,hello fair penny who are you,./bigbang,F,12,fair,15,4,2,"Whatever. I'll figure it out myself.
Bye, Penny.
I'm sorry, dude, she didn't look anything like her picture.
They never do.","It is I, Sir Howard of Wolowitz.
Can I interest you in an afternoon of spirited questing","됐어요, 내가 알아서 하죠
가요
사진에 나온 모습이랑 완전 딴판이네요
인터넷이 뭐 그렇죠","<font color=#90D9FF>왈로위츠의 하워드 경입니다
<font color=#90D9FF>욘 가상 주점에서 에일 한 잔 하면서 오후 동안 정신적인 탐구를 해 볼까요?",adj. 괜찮은; 공정한,F
116,19059,fair,309,"No, that's not fair.",BB207,1112813,1114725,no that's not fair,./bigbang,F,12,fair,16,5,2,"Hi, Mom. How are you?
But, Mom...
she keeps sitting in my spot.
And she touched my food.
Okay, yes, I took her clothes,  but she started it...","Why should I have to apologize?
I don't think this is the kind of thing  Jesus concerns himself with.","여보세요? 어떻게 지내요?
엄마, 그래도..
계속 내 자리에 앉잖아요
그리고 내 음식 건드렸어요
페니 옷은 내가 그랬지만  페니가 먼저 시작했다고요","내가 왜 사과해요!
이런 일로 예수님이  고민하시지는 않을 거예요",adj. 괜찮은; 공정한,F
117,26620,fair,179,"Okay, come on, that's not fair.",BB212,648269,649964,okay come on that's not fair,./bigbang,F,12,fair,17,6,3,"Okay, let's try it this way.
Remember the day we met and
you asked me to go to your  boyfriend's apartment to get your TV back
and he was nine feet tall and he took my pants off and you said...
What was that? What did you say?
Oh, yes. You said you owed me one.","I came home with no pants.
Fine, I'll go over there tomorrow.
Thank you.","그럼 이렇게 해보죠
페니가 이사 온 날에
전 남자 친구 집에서 텔레비전 가져다 달라고 부탁했었죠
그런데 그 사람은 8척 거구에다가 내 바지도 벗겨버렸는데
페니가 뭐라고 했었죠?
맞다, 나한테 한 번 빚졌다고 했죠","바지도 없이 집에 왔다고요
알았어요, 내일 가 볼게요
고마워요",adj. 괜찮은; 공정한,F
118,36205,fair,233,That's not fair. You're not even a physicist.,BB216,887760,890280,that's not fair you're not even physicist,./bigbang,F,12,fair,18,6,3,"There's a woman out there anxious to have sex with me.
You understand, right?
No. Not at all.
Nevertheless, I must depart.
By the way, did I tell you?
Leslie pulled some strings and got me on the research trip to Geneva to check out the CERN Supercollider.","Okay, there are two ways of looking at this...
Get out. - Bye.
You're improving.","나와 섹스 하기를 열망하는 숙녀분이 저 밖에 있다구.
이해가지, 응?
아니. 전혀.
어쨌든, 나는 간다.
그런데, 내가 말 했던가?
레즐리가 약간 연줄을 대줬지.  제네바 연구 여행가서 유럽입자물리연구소의  초대형 입자 가속기를 체크 할 수있는 기회를 말이야.","좋아, 여기엔 두가지의 바라보는 관점이 있는데...
꺼져. - 잘있어.
늘고 있는데.",adj. 괜찮은; 공정한,F
119,37726,fair,128,"Fair enough. But... then, let me move on to #2.",BB217,449890,452800,fair enough but then let me move on to,./bigbang,F,12,fair,19,6,2,"Sheldon, let me explain to you how this works. - All right.
That's Summer Glau. - Yes.
That's it.
Hang on a sec. Why do you get first crack at her?
Um, well, let's see, couple reasons. One, I saw her first.
No, you didn't. I did.","Unlike you, I can actually talk to women when I'm sober.
You fail to take into account that even mute, I am foreign and exotic,","쉘든, 너한테 어떻게 된건지 설명해주지 - 좋아
저건 서머 글로다 - Yes.
바로 그 점이다
잠깐, 왜 니가 첫타자지?
음 거기엔 몇가지 이유가 있지, 하나, 내가 처음으로 봤으니깐
아닌데 내가 먼저 봤는데","너랑 달리, 난 분별력있을때에도 여자와 대화를 할수 있지
그것 역시 설득력이 없군. 말없이도 나는 외국인이고 이국적이지",adj. 괜찮은; 공정한,F
120,12716,consider,276,But consider this--,BB204,1013620,1015107,but consider this,./bigbang,F,13,consider,10,5,2,"but what's your point? - My point is
if Koothrappali is moving on to a new life of shallow undeserved fame,
perhaps this is an opportunity to create a better cohort.
You want to breed a new friend?
That's one option, but who has the time?","the Japanese are doing some  wonderful work with artificial intelligence.
Now, you combine that with some animatronics from the imagineers over at Disney,","왜 그 얘기를 하는 거야? - 이 얘기를 한 이유는
쿠스라팔리가 천하고 자기 분에 넘친 명예에 사로잡혀 새 인생을 살기로 한다면
같이 다닐 새로운 사람을 만들 기회라는 거지
새 친구를 번식시키자고?
그것도 한 가지 방법이지만 시간이 없잖아","일본인들이 인공 지능 쪽으로는 꽤 좋은 결과를 내잖아
디즈니에 있는 애니매이션 기술자들이랑 합치면",v. 고려하다,F
121,16990,consider,298,Would you consider naming it the Cooper-Nowitzki Theorem?,BB206,1110771,1114376,would you consider naming coopernowitzki theorem,./bigbang,F,13,consider,11,7,3,"It's unbelievable! It's paradigm-altering.
I could not have done it without you.
Please, I just offered a little encouragement.
It was a lot more than that.
You helped me work out the masses of all the fermions
and you pumiced my hammer toe.
How can I ever repay you?","Who's Nowitzki?
I'm Nowitzki.
You want me to share credit?","진짜 대단해요! 패러다임이 완전 바뀌는 거예요
네가 없었으면 못 해냈을 거야
옆에서 격려만 해드렸을 뿐인걸요
그냥 격려 이상이었어
페르미온들의 질량도 계산해줬고
내 기형 발가락도 문질러줬잖아
이 은혜를 내가 어떻게 갚지?","노위츠키가 누구야?
저요
이 업적을 같이 나누고 싶다고?",v. 고려하다,F
122,19402,consider,34,"You say that now, but consider the following scenario:",BB209,118616,121584,you say that now but consider following scenario,./bigbang,F,13,consider,12,6,2,"Well, what about me?
The statement stands for itself.
Aren't you sweet?
Anyway, should you have any interaction with her,
it would be most helpful that she not see you as a sexual rival.
Yeah, I think she's pretty safe.","You're sitting in your apartment, it's late, you're alone.
Your hypothalamus is swimming in a soup of estrogen and progesterone and","그럼 저는요?
방금 말했잖아요
역시 쉘든은 착해요
나중에 그 여자랑 만나게 되면
성적인 경쟁자로 보이지 않는 것이 이 관계에 도움이 될 거예요
그럴 일은 없을 거예요","늦은 밤 아파트에 외로이 방에 앉아 있어요
시상하부는 에스트로겐과 프로게스테론으로 넘쳐날 거고요",v. 고려하다,F
123,28349,consider,111,"Sheldon honey, did you ever consider making friends by being, I don't know, pleasant?",BB213,385084,389461,sheldon honey did you ever consider making friends by being i don't know pleasant,./bigbang,F,13,consider,13,7,2,"It should take you no more than 3 hours.
Wait! How many questions are on this thing?
Only 211.
Don't worry, in deference to you, I've kept them on a high school graduate reading level.
Thanks pal.
You got it...
Buddy.","Well that's certainly a thought-provoking hypothesis.
May I suggest it as the topic for your... essay.","많아야 3시간 밖에 안 걸릴거야
야, 문제가 몇갠데?
꼴랑 211개.
걱정마. 너를 고려해서 고졸자 수준의 문장으로 썼어
고맙다 친구야
그래...
친구야.","음 그건 확실히 생각을 자극하는 가설인데.
그걸 논술로 써보는 건 어때?",v. 고려하다,F
124,70545,consider,76,consider changing disciplines.,BB510,239031,240597,consider changing disciplines,./bigbang,F,13,consider,14,6,4,"I know what this is about.
Given the professional standstill you're at,
you're wondering if this is the appropriate time
to abandon your research and focus on teaching.
Yes.
And if I may suggest,","Yeah, to the humanities-- perhaps history.
One of the advantages of teaching history
is that you don't have to create things.
You know, you just have to remember","무슨 얘기 하려는지 알아
연구에 아무런 진전이 없어서
적절한 시기인지 고민 중이잖아
연구를 포기하고  가르치는 일에 집중할지
적절해
또 제안을 하자면","인문학으로, 역사학도 괜찮고
역사를 가르치는 것의 장점은
꾸며낼 필요가 없다는 거야
지난 일을 외우고 되풀이하면 돼",v. 고려하다,F
125,82108,consider,288,"Before you go, consider this.",BB515,817150,819117,before you go consider this,./bigbang,F,13,consider,15,6,3,"Are you mad? That's a fire hazard.
No, Pasadena
the far safer glow stick.
You call that a glow stick?
That  is a glow stick.
Come on, let's go.","Not only do I have a deep-cycle marine battery power source
which is more than capable
I also have","미쳤어? 불 나면 어쩌려고
패서디나 수도전력국은
안전한 야광  스틱을 권장했어
그게 야광 스틱이야?
이 정도는 되야지
가자","해양 전력 공급소가 있어서
엔터테인먼트 시설을 평소처럼 활용할 수 있어
BBC 시리즈  적색왜성 61편과",v. 고려하다,F
